STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2008,,19,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2009,,18.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2010,,18.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2011,,18.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2012,,18.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2013,,18,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2014,,17.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2015,,17.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2016,,17,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2017,,16.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2018,,16.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DEU,Germany,TUD,Trade union density,PT_SAL,Percentage of employees,2019,,16.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1960,,59,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1961,,59.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1962,,59.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1963,,59.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1964,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1965,,59.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1966,,58.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1967,,59,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1968,,60.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1969,,61,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1970,,60.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1971,,62.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1972,,62,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1973,,62.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1974,,64,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1975,,68.300003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1976,,71.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1977,,72.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1978,,75.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1979,,76,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1980,,77.199997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1981,,77.199997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1982,,76.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1983,,78.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1984,,78.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1985,,77.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1986,,77.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1987,,75.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1988,,73.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1989,,74.300003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1990,,73.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1991,,74.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1992,,75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1993,,76,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1994,,78.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1995,,77.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1996,,76.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1997,,75.199997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1998,,76.300003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,1999,,74.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2000,,74.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2001,,73.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2002,,73.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2003,,72.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2004,,71.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2005,,71.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2006,,69.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2007,,69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2008,,68.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2009,,68.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2010,,68.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2011,,68.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2012,,69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2013,,68.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2014,,68.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2015,,68.199997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2016,,67.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2017,,66.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2018,,67.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,DNK,Denmark,TUD,Trade union density,PT_SAL,Percentage of employees,2019,,67,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1970,,46.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1971,,45.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1972,,44.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1973,,44.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1974,,45.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1975,,45.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1976,,46.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1977,,47.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1978,,48.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1979,,49.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1980,,50.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1981,,51.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1987,,49.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1990,,46.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1993,,44.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1997,,41.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,1998,,43.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2003,,44,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2004,,43.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2005,,42.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2006,,41.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2007,,39.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2008,,37.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2009,,36.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2010,,36.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2011,,36.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2012,,35.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2013,,34.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2014,,34.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2015,,33.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2016,,32.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2017,,32.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2018,,30.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,LUX,Luxembourg,TUD,Trade union density,PT_SAL,Percentage of employees,2019,,28.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,1991,,68.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,1992,,67.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,1993,,58.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,1994,,57.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,1995,,51.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,1996,,50.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,1997,,45.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,1998,,43.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,1999,,42.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,2000,,44.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,2001,,43.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,2002,,47.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,2003,,45.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,2004,,37.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,2005,,37.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,2006,,32.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,2007,,30.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,SVN,Slovenia,TUD,Trade union density,PT_SAL,Percentage of employees,2008,,29.700001,,A,Normal value,0,Units,1,One
